23.897,0,0,0,0.100381
32.317,0,0,0,0.200902
35.6795,0,0,0,0.301129
24.2598,0,0,0,0.401337
23.0521,0,0,0,0.501558
21.4464,0,0,0,0.601755
25.4873,0,0,0,0.701991
21.1512,0,0,0,0.802233
23.818,0,0,0,0.902401
23.2047,0,0,0,1.00263
24.9809,0,0,0,1.1028
22.4512,0,0,0,1.20304
23.2857,0,0,0,1.30324
23.5141,0,0,0,1.40348
22.1748,0,0,0,1.50368
21.0123,0,0,0,1.60403
23.6456,0,0,0,1.70428
23.8737,0,0,0,1.80445
23.0079,0,0,0,1.90466
24.9742,0,0,0,2.00485
23.0704,0,0,0,2.1051
26.1129,0,0,0,2.20532
24.1649,0,0,0,2.30548
25.4903,0,0,0,2.40566
27.4471,0,0,0,2.50594
31.8507,0,0,0,2.60618
31.8086,0,0,0,2.70643
34.7133,0,0,0,2.80663
47.3635,0,0,0,2.90679
44.4131,0,0,0,3.00704
40.0861,0,0,0,3.10728
31.9602,0,0,0,3.20744
32.9121,0,0,0,3.3076
38.2396,0,0,0,3.4078
28.3911,0,0,0,3.50797
28.2548,0,0,0,3.60813
24.9469,0,0,0,3.7083
28.9146,0,0,0,3.80846
25.3074,0,0,0,3.90868
21.0295,0,0,0,4.00888
22.4799,0,0,0,4.10913
23.7426,0,0,0,4.2093
21.1676,0,0,0,4.30954
24.9806,0,0,0,4.4097
26.1089,0,0,0,4.50985
26.4002,0,0,0,4.61012
26.0639,0,0,0,4.71037
25.6822,0,0,0,4.81061
24.5817,0,0,0,4.91091
26.1077,0,0,0,5.01115
27.4981,0,0,0,5.11133
24.2359,0,0,0,5.21155
26.5732,0,0,0,5.31171
22.8304,0,0,0,5.41199
24.0824,0,0,0,5.51224
23.0756,0,0,0,5.61252
27.1154,0,0,0,5.7127
20.6178,0,0,0,5.81287
23.9315,0,0,0,5.91305
23.8282,0,0,0,6.01332
25.7197,0,0,0,6.1136
24.9744,0,0,0,6.21377
24.9581,0,0,0,6.31399
25.6327,0,0,0,6.41425
20.976,0,0,0,6.51453
23.6103,0,0,0,6.61484
23.2038,0,0,0,6.71506
20.2385,0,0,0,6.81528
20.0785,0,0,0,6.91556
18.8758,0,0,0,7.01576
18.3622,0,0,0,7.11599
20.3755,0,0,0,7.21624
18.7556,0,0,0,7.31651
21.1585,0,0,0,7.4167
18.7984,0,0,0,7.51689
22.2997,0,0,0,7.61709
20.5071,0,0,0,7.71728
22.0586,0,0,0,7.81756
20.5056,0,0,0,7.91778
18.8414,0,0,0,8.018
20.6228,0,0,0,8.11821
20.2454,0,0,0,8.21847
26.7236,0,0,0,8.31875
12.3323,0,0,0,8.41906
